clip,caption
195_252.2512_254.2512_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
195_288.4457_289.4457_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
195_289.0049_290.5252_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
195_295.0331_297.0331_19.mp4,"The action of Moving torso involves rotating the trunk of the body around a vertical axis, with the shoulders, hips, and pelvis moving in a coordinated manner to shift the body's center of gravity and change its orientation."
195_319.4217_320.0345_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
197_3.6731_6.6731_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
197_24.7302_25.7336_1.mp4,"The action of bulging face, deep breath involves a person's facial muscles relaxing and puffing out their cheeks, while their chest rises and falls with a slow, deep inhalation and exhalation of air through the nostrils."
197_25.3414_26.7366_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
197_29.0653_30.7453_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
197_39.2168_40.1385_1.mp4,"The action of bulging face, deep breath involves a person's facial muscles relaxing and puffing out their cheeks, while their chest rises and falls with a slow, deep inhalation and exhalation of air through the nostrils."
197_48.0638_49.0638_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
197_52.6357_53.9523_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
197_72.6167_73.9723_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
197_74.9027_75.9027_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
197_78.7571_79.7571_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
197_88.1858_89.1858_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
197_88.1936_89.1826_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
197_90.5763_91.5763_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
197_92.67_93.67_1.mp4,"The action of bulging face, deep breath involves a person's facial muscles relaxing and puffing out their cheeks, while their chest rises and falls with a slow, deep inhalation and exhalation of air through the nostrils."
197_100.0583_101.6239_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
197_123.2419_125.2562_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
197_131.2908_134.2908_19.mp4,"The action of Moving torso involves rotating the trunk of the body around a vertical axis, with the shoulders, hips, and pelvis moving in a coordinated manner to shift the body's center of gravity and change its orientation."
197_146.1234_147.2854_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
199_5.3597_8.36_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
199_10.2154_11.2154_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
199_10.8029_13.8029_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
199_19.8827_21.882_19.mp4,"The action of Moving torso involves rotating the trunk of the body around a vertical axis, with the shoulders, hips, and pelvis moving in a coordinated manner to shift the body's center of gravity and change its orientation."
199_30.3863_32.3875_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
199_32.3875_35.3875_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
199_33.355_34.355_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
199_38.184_39.7133_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
199_45.3085_46.6305_1.mp4,"The action of bulging face, deep breath involves a person's facial muscles relaxing and puffing out their cheeks, while their chest rises and falls with a slow, deep inhalation and exhalation of air through the nostrils."
199_78.1655_79.1655_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
199_81.8679_83.6279_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
199_83.3277_86.628_19.mp4,"The action of Moving torso involves rotating the trunk of the body around a vertical axis, with the shoulders, hips, and pelvis moving in a coordinated manner to shift the body's center of gravity and change its orientation."
199_83.6279_86.6279_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
394_3.35_12.9287_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
394_14.9888_21.2469_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
394_30.3637_31.587_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
394_51.8573_54.304_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
394_83.5562_87.4275_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
394_96.3314_98.7707_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
394_104.225_108.0277_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
394_124.2651_125.8211_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
394_125.8611_127.5527_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
397_0.0_1.5999_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
397_30.5565_34.6028_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
397_40.0828_43.7987_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
397_45.9172_47.7545_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
397_59.3607_61.0606_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
397_62.4364_63.6532_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
397_73.9181_85.5702_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
397_90.9019_97.2842_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
397_108.3435_109.368_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
397_124.4172_125.5846_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
397_128.6448_142.3385_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
397_142.3785_143.7044_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
397_143.7086_146.2404_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
397_147.2766_149.9609_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
397_150.0202_154.1906_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
397_155.208_161.6949_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
397_162.0676_166.4333_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
397_166.8318_167.9457_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
397_174.1997_175.707_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
397_178.4087_180.1607_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
397_183.1707_184.3066_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
399_0.0_1.1812_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
399_2.6469_5.6438_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
399_5.7238_9.841_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
399_13.4932_16.3064_19.mp4,"The action of Moving torso involves rotating the trunk of the body around a vertical axis, with the shoulders, hips, and pelvis moving in a coordinated manner to shift the body's center of gravity and change its orientation."
399_20.3171_24.3614_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
399_30.7722_33.7881_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
399_33.7916_40.268_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
399_52.1323_58.4651_13.mp4,"The action of buckling a button, pulling a shirt collar away from the neck, and adjusting a tie involves extending the index finger to manipulate the button, using the thumb to grasp the collar and pulling it away from the neck, and employing the index and middle fingers to adjust the tie's knot while the head is slightly tilted to facilitate visibility."
399_58.4798_62.2599_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
399_74.9634_78.3597_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
399_97.7235_101.8197_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
399_108.9721_110.0863_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
399_110.1222_117.3394_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
399_132.7079_139.5943_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
399_148.9794_155.1568_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
399_157.1987_160.3044_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
399_167.9603_174.6726_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
399_179.7914_183.5534_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
399_189.9927_190.8964_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
399_191.6746_192.8527_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
399_194.2661_195.731_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
399_196.4106_198.0487_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
399_206.2883_208.0982_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
399_208.5745_210.9223_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
232_3.1121_12.7196_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
232_12.9373_14.8979_1.mp4,"The action of bulging face, deep breath involves a person's facial muscles relaxing and puffing out their cheeks, while their chest rises and falls with a slow, deep inhalation and exhalation of air through the nostrils."
232_22.4438_24.4292_1.mp4,"The action of bulging face, deep breath involves a person's facial muscles relaxing and puffing out their cheeks, while their chest rises and falls with a slow, deep inhalation and exhalation of air through the nostrils."
232_148.7788_152.3154_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
420_0.0_4.0706_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
420_24.3908_25.8091_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
420_25.8491_26.8118_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
420_26.8534_29.2903_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
420_41.3007_44.6436_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
420_46.9011_47.7985_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
420_54.4064_55.7025_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
420_56.5632_57.5629_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
420_67.734_68.8209_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
420_73.3798_74.3447_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
420_82.6305_83.8441_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
420_89.2964_91.0915_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
420_105.1252_106.693_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
420_131.4946_136.7974_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
420_145.718_146.713_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
420_147.7669_152.5926_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
420_155.1462_157.5626_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
420_160.5544_161.8162_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
420_178.6951_179.7698_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
420_181.464_182.7387_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
420_182.7787_183.6018_1.mp4,"The action of bulging face, deep breath involves a person's facial muscles relaxing and puffing out their cheeks, while their chest rises and falls with a slow, deep inhalation and exhalation of air through the nostrils."
420_184.6802_185.9345_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
420_185.976_186.9261_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
9_3.3885_6.0798_10.mp4,"The action of touching one's jaw involves extending the index finger and thumb of one hand to gently press or stroke the chin or jawline, with the wrist remaining relatively still and the forearm moving slightly to guide the fingers to the desired location."
9_6.2746_6.8644_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
9_7.2546_8.4442_11.mp4,"The action of touching or scratching the neck involves extending the arm, rotating the shoulder, and flexing the elbow to bring the hand towards the neck, with the fingers or thumb making gentle contact or scratching motion on the skin."
9_8.7801_10.3545_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
9_10.6029_12.0936_21.mp4,"The action of scratching or touching arms involves extending the hand, flexing the wrist, and extending the fingers to make contact with the arm, with varying degrees of pressure and movement depending on the intention, such as gentle stroking or firm scratching."
9_19.6648_20.872_3.mp4,"The action of touching or scratching one's head involves raising the hand, extending the arm, and using the fingertips or nails to gently rub or scratch the scalp, often accompanied by a subtle tilting or leaning of the head towards the hand."
9_20.8727_23.0267_11.mp4,"The action of touching or scratching the neck involves extending the arm, rotating the shoulder, and flexing the elbow to bring the hand towards the neck, with the fingers or thumb making gentle contact or scratching motion on the skin."
9_23.4649_25.5508_10.mp4,"The action of touching one's jaw involves extending the index finger and thumb of one hand to gently press or stroke the chin or jawline, with the wrist remaining relatively still and the forearm moving slightly to guide the fingers to the desired location."
9_25.5527_29.7519_10.mp4,"The action of touching one's jaw involves extending the index finger and thumb of one hand to gently press or stroke the chin or jawline, with the wrist remaining relatively still and the forearm moving slightly to guide the fingers to the desired location."
9_29.8093_31.4016_10.mp4,"The action of touching one's jaw involves extending the index finger and thumb of one hand to gently press or stroke the chin or jawline, with the wrist remaining relatively still and the forearm moving slightly to guide the fingers to the desired location."
9_33.0481_34.1496_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
9_35.2885_38.3437_11.mp4,"The action of touching or scratching the neck involves extending the arm, rotating the shoulder, and flexing the elbow to bring the hand towards the neck, with the fingers or thumb making gentle contact or scratching motion on the skin."
9_38.3873_40.1732_10.mp4,"The action of touching one's jaw involves extending the index finger and thumb of one hand to gently press or stroke the chin or jawline, with the wrist remaining relatively still and the forearm moving slightly to guide the fingers to the desired location."
9_42.016_45.2295_10.mp4,"The action of touching one's jaw involves extending the index finger and thumb of one hand to gently press or stroke the chin or jawline, with the wrist remaining relatively still and the forearm moving slightly to guide the fingers to the desired location."
9_49.9616_51.6474_10.mp4,"The action of touching one's jaw involves extending the index finger and thumb of one hand to gently press or stroke the chin or jawline, with the wrist remaining relatively still and the forearm moving slightly to guide the fingers to the desired location."
9_51.5344_53.3652_11.mp4,"The action of touching or scratching the neck involves extending the arm, rotating the shoulder, and flexing the elbow to bring the hand towards the neck, with the fingers or thumb making gentle contact or scratching motion on the skin."
9_55.1046_56.2438_10.mp4,"The action of touching one's jaw involves extending the index finger and thumb of one hand to gently press or stroke the chin or jawline, with the wrist remaining relatively still and the forearm moving slightly to guide the fingers to the desired location."
9_56.7852_60.0086_11.mp4,"The action of touching or scratching the neck involves extending the arm, rotating the shoulder, and flexing the elbow to bring the hand towards the neck, with the fingers or thumb making gentle contact or scratching motion on the skin."
9_79.9879_81.1502_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
9_101.5824_107.3224_19.mp4,"The action of Moving torso involves rotating the trunk of the body around a vertical axis, with the shoulders, hips, and pelvis moving in a coordinated manner to shift the body's center of gravity and change its orientation."
9_131.4913_131.9543_1.mp4,"The action of bulging face, deep breath involves a person's facial muscles relaxing and puffing out their cheeks, while their chest rises and falls with a slow, deep inhalation and exhalation of air through the nostrils."
9_141.7168_142.9538_26.mp4,"The action of Hold back arms involves extending one's arms behind one's back, with elbows bent and hands clasped together or holding onto a fixed object, and then holding this position with minimal movement."
9_141.8061_143.357_19.mp4,"The action of Moving torso involves rotating the trunk of the body around a vertical axis, with the shoulders, hips, and pelvis moving in a coordinated manner to shift the body's center of gravity and change its orientation."
9_143.3589_146.0761_19.mp4,"The action of Moving torso involves rotating the trunk of the body around a vertical axis, with the shoulders, hips, and pelvis moving in a coordinated manner to shift the body's center of gravity and change its orientation."
